ticker,buy_price,cur_price,pnl_pct,pnl_amt,eval_amt,hold_days,signals,weekly,sector,stop,target,stop_dist,target_dist,status,memo,target_progress,sig_details,fund_judge,fund_cnt,fund_risks,next_earnings,surprise_label,earn_warning,tw_label,iv_label,pcr_label,vix_status,vix_signal,industry
RKLX,40.32,32.47,-19.47,-1028.35,4253.57,0,2,0,미분류,55.9,-14.38,72.16,-144.29,🔴 손절 고려,,0.0,BB하단(0.14) / ADX강세(50.6),데이터없음,0,없음,N/A,N/A,,,🚨 IV 184.2% (극고변동성),PCR 0.5 (중립),🟢 정상 구간,정상 시장 환경,
GOOGL,365.81,345.29,-5.61,-246.24,4143.48,0,2,3,🔴 약세,338.5,358.87,-1.97,3.93,🟠 손절가 근접 (모니터링),,0.0,BB하단(0.08) / RSI상승기울기(+5.6),⚠ 주의,2,현금<총부채 / 매출채권↑>매출↑,N/A,N/A,,,IV 5.4% (저변동성),PCR 0.45 (낙관적/과열주의),🟢 정상 구간,정상 시장 환경,Internet Content & Information
TSLL,16.37,11.42,-30.24,-1252.35,2889.26,0,2,-3,미분류,13.49,7.28,18.13,-36.25,🔴 손절 고려,,0.0,BB하단(0.08) / ADX강세(29.3),데이터없음,0,없음,N/A,N/A,,,⚠ IV 79.3% (고변동성),PCR 0.44 (낙관적/과열주의),🟢 정상 구간,정상 시장 환경,
CDNS,332.28,372.4,12.07,240.72,2234.4,0,2,3,🟡 중립,365.16,386.89,-1.94,3.89,🟠 분할익절 고려 (추세 점검),,73.5,구름대 위 / BB하단(0.18),⚠ 주의,2,매출채권↑>매출↑ / 재고↑이익↓,N/A,N/A,,,⚠ IV 54.7% (고변동성),PCR 3.82 (비관적),🟢 정상 구간,정상 시장 환경,Software - Application
MPWR,1568.0,1434.95,-8.49,-133.05,1434.95,0,2,3,🟡 중립,1386.18,1532.48,-3.4,6.8,⚪ 보유 유지,,0.0,BB하단(0.10) / ADX강세(28.5),⚠ 주의,2,매출채권↑>매출↑ / 재고↑이익↓,N/A,N/A,,,⚠ IV 76.2% (고변동성),PCR 5.11 (비관적),🟢 정상 구간,정상 시장 환경,Semiconductors
TSLA,413.75,375.53,-9.24,-152.88,1502.12,0,2,-1,🔴 약세,393.34,339.9,4.74,-9.49,🔴 손절 고려,,0.0,BB하단(0.06) / ADX강세(26.9),⚠ 주의,1,매출채권↑>매출↑,N/A,N/A,,,IV 4.2% (저변동성),PCR 0.9 (중립),🟢 정상 구간,정상 시장 환경,Auto Manufacturers
COHR,393.42,392.5,-0.23,-2.76,1177.5,0,3,3,🟡 중립,333.8,509.89,-14.96,29.91,🟣 추가매수 고려,,-0.8,구름대 위 / MA 정배열 / OBV상승(1.04x),⚠ 주의,2,현금<총부채 / 우선주존재,N/A,N/A,,,🚨 IV 96.5% (극고변동성),PCR 0.97 (중립),🟢 정상 구간,정상 시장 환경,Scientific & Technical Instruments
NVDA,186.78,199.0,6.54,61.1,995.0,0,1,3,🟡 중립,199.17,198.66,0.09,-0.17,🔴 손절 고려,,102.9,BB하단(0.11),⚠ 주의,2,현금<총부채 / 재고↑이익↓,N/A,N/A,,,IV 12.0% (저변동성),PCR 0.89 (중립),🟢 정상 구간,정상 시장 환경,Semiconductors
RKLB,65.07,85.41,31.26,142.38,597.87,0,2,1,🟢 강세,94.18,67.86,10.27,-20.55,🔴 손절 고려,,729.0,BB하단(0.06) / ADX강세(48.5),⚠ 주의,2,재고↑이익↓ / 우선주존재,N/A,N/A,,,🚨 IV 83.3% (극고변동성),PCR 1.09 (비관적),🟢 정상 구간,정상 시장 환경,Aerospace & Defense
