date,ticker,price,signals,adj_sig,sell_cnt,weekly,sector,trend_type,stop,stop_pct,target,target_pct,rr,buy_detail,sell_detail,strategy,details,fund_judge,beta,near_52w,priority,adx,fund_cnt,fund_risks,growth_score,growth_grade,growth_detail,tw_warning,tw_days,iv_label,pcr_label,iv_warning,vix_status,vix_signal,industry
2026-07-01,VTRS,16.18,5,9,0,3,🟢 강세,완전상승,15.23,-5.87,18.08,11.74,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / MACD 양전환 / OBV상승(1.05x),없음,C,구름대 위 / MA 정배열 / RSI 상향돌파 / MACD 양전환 / OBV상승(1.05x),🔴 위험,0.49,True,⭐,15.0,3,현금<총부채 / 재고↑이익↓ / 단기부채>현금,10,🔥 최우선,시총:중형 $18.8B ⭐ / PEG:0.15 ⭐⭐⭐ (성장대비 저평가) / PSR:1.29 ⭐⭐ (섹터 저평가) / PER:N/A / ForwardPER:6.1 ⭐⭐ (섹터 저평가) / EPS성장:N/A / OPM:1.8% (▼3.0%p) / 목표주가:$18 (▲10.1%) ⭐ / 내부자:순매수 ⭐ / IV:IV 36.5% (보통) / PCR:PCR 0.7 (중립),,79,IV 36.5% (보통),PCR 0.7 (중립),False,🟢 정상 구간,정상 시장 환경,Drug Manufacturers - Specialty & Generic
2026-07-01,ALGN,181.49,5,9,0,3,🟢 강세,완전상승,166.97,-8.0,210.52,16.0,2.0,구름대 위 / RSI 상향돌파 / MACD 양전환 / RSI상승기울기(+6.5) / OBV상승(0.71x),없음,C,구름대 위 / RSI 상향돌파 / MACD 양전환 / RSI상승기울기(+6.5) / OBV상승(0.71x),⚠ 주의,1.43,True,⭐,19.7,1,매출채권↑>매출↑,11,🔥 최우선,시총:중형 $13.0B ⭐ / PEG:0.89 ⭐⭐⭐ (성장대비 저평가) / PSR:3.17 ⭐ (섹터 적정) / PER:30.5 ⭐ (섹터 적정) / ForwardPER:14.7 ⭐⭐ (섹터 저평가) / PER개선:Trailing 30.5 → Forward 14.7 ⭐ (이익개선) / EPS성장:-2.6% / OPM:14.5% (▼2.3%p) / 목표주가:$209 (▲15.2%) ⭐ / 내부자:순매수 ⭐ / IV:IV 43.2% (보통) / PCR:PCR 0.88 (중립),,79,IV 43.2% (보통),PCR 0.88 (중립),False,🟢 정상 구간,정상 시장 환경,Medical Instruments & Supplies
2026-07-01,HUM,409.42,5,8,1,3,🟢 강세,완전상승,380.92,-6.96,466.42,13.92,2.0,구름대 위 / MA 정배열 / MACD 양전환 / OBV상승(1.18x) / ADX강세(56.1),BB상단(1.08),C,구름대 위 / MA 정배열 / MACD 양전환 / OBV상승(1.18x) / ADX강세(56.1),⚠ 주의,0.08,True,,56.1,2,현금<총부채 / 매출채권↑>매출↑,5,⭐ 유망,시총:중형 $49.2B ⭐ / PEG:2.25 (고평가) / PSR:0.36 ⭐⭐ (섹터 저평가) / PER:43.7 (섹터 고평가) / ForwardPER:26.0 (섹터 고평가) / PER개선:Trailing 43.7 → Forward 26.0 ⭐ (이익개선) / EPS성장:-1.6% / OPM:1.7% (▼0.3%p) / 목표주가:$304 (▲-25.7%) / 내부자:순매수 ⭐ / IV:⚠ IV 73.5% (고변동성) / PCR:PCR 1.54 (비관적),,79,⚠ IV 73.5% (고변동성),PCR 1.54 (비관적),True,🟢 정상 구간,정상 시장 환경,Healthcare Plans
2026-07-01,MSCI,582.03,5,8,0,3,🟡 중립,완전상승,565.75,-2.8,614.59,5.59,2.0,구름대 위 / RSI 상향돌파 / RSI상승기울기(+9.3) / OBV상승(1.22x) / ADX강세(33.9),없음,D,구름대 위 / RSI 상향돌파 / RSI상승기울기(+9.3) / OBV상승(1.22x) / ADX강세(33.9),🔴 위험,0.18,True,,33.9,3,현금<총부채 / 매출채권↑>매출↑ / 자본잠식,8,🔥 최우선,시총:중형 $42.3B ⭐ / PEG:1.80 ⭐ (적정) / PSR:13.07 (섹터 고평가) / PER:33.2 ⭐ (섹터 적정) / ForwardPER:25.8 ⭐ (섹터 적정) / PER개선:Trailing 33.2 → Forward 25.8 ⭐ (이익개선) / EPS성장:8.4% / OPM:54.7% (▲1.2%p) ⭐ / 목표주가:$690 (▲18.6%) ⭐ / 내부자:순매수 ⭐ / IV:IV 32.7% (보통) / PCR:PCR 0.06 (낙관적/과열주의),,79,IV 32.7% (보통),PCR 0.06 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,Financial Data & Stock Exchanges
2026-07-01,GD,362.86,5,8,0,3,🟡 중립,상승추세,346.12,-4.61,396.34,9.23,2.0,구름대 위 / MA 정배열 / MACD 양전환 / RSI상승기울기(+9.2) / OBV상승(1.06x),없음,A,구름대 위 / MA 정배열 / MACD 양전환 / RSI상승기울기(+9.2) / OBV상승(1.06x),⚠ 주의,0.08,True,,22.4,1,현금<총부채,8,🔥 최우선,시총:중형 $98.1B ⭐ / PEG:2.63 (고평가) / PSR:1.82 ⭐ (섹터 적정) / PER:22.8 ⭐ (섹터 적정) / ForwardPER:20.0 ⭐ (섹터 적정) / PER개선:Trailing 22.8 → Forward 20.0 ⭐ (이익개선) / EPS성장:+11.3% ⭐ / OPM:10.2% (▲0.1%p) ⭐ / 목표주가:$393 (▲8.3%) / 내부자:순매수 ⭐ / IV:IV 22.6% (저변동성) / PCR:PCR 0.22 (낙관적/과열주의),,79,IV 22.6% (저변동성),PCR 0.22 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,Aerospace & Defense
2026-07-01,PPG,122.61,5,8,0,3,🟡 중립,장기강세,116.11,-5.3,135.61,10.6,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+5.8) / OBV상승(2.07x) / ADX강세(30.9),없음,A,구름대 위 / MA 정배열 / RSI상승기울기(+5.8) / OBV상승(2.07x) / ADX강세(30.9),⚠ 주의,1.36,True,,30.9,2,현금<총부채 / 매출채권↑>매출↑,11,🔥 최우선,시총:중형 $27.3B ⭐ / PEG:1.85 ⭐ (적정) / PSR:1.70 ⭐ (섹터 적정) / PER:17.6 ⭐ (섹터 적정) / ForwardPER:14.1 ⭐⭐ (섹터 저평가) / PER개선:Trailing 17.6 → Forward 14.1 ⭐ (이익개선) / EPS성장:+41.2% ⭐⭐⭐ / OPM:13.7% (▼0.8%p) / 목표주가:$124 (▲1.2%) / 내부자:순매수 ⭐ / IV:⚠ IV 64.6% (고변동성) / PCR:PCR 0.09 (낙관적/과열주의),,79,⚠ IV 64.6% (고변동성),PCR 0.09 (낙관적/과열주의),True,🟢 정상 구간,정상 시장 환경,Specialty Chemicals
2026-07-01,BEN,34.06,5,8,1,3,🟡 중립,완전상승,32.05,-5.9,38.09,11.83,2.0,구름대 위 / MA 정배열 / MACD 양전환 / OBV상승(1.12x) / ADX강세(28.9),BB상단(0.94),D,구름대 위 / MA 정배열 / MACD 양전환 / OBV상승(1.12x) / ADX강세(28.9),⚠ 주의,1.05,True,,28.9,1,현금<총부채,11,🔥 최우선,시총:중형 $17.7B ⭐ / PEG:0.40 ⭐⭐⭐ (성장대비 저평가) / PSR:1.96 ⭐⭐ (섹터 저평가) / PER:26.0 (섹터 고평가) / ForwardPER:11.2 ⭐⭐ (섹터 저평가) / PER개선:Trailing 26.0 → Forward 11.2 ⭐ (이익개선) / EPS성장:+12.9% ⭐ / OPM:12.5% (▼1.1%p) / 목표주가:$32 (▲-5.0%) / 내부자:순매수 ⭐ / IV:IV 28.2% (저변동성) / PCR:PCR 0.06 (낙관적/과열주의),,79,IV 28.2% (저변동성),PCR 0.06 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,Asset Management
2026-07-01,RTX,191.78,5,8,0,3,🟡 중립,상승추세,183.35,-4.4,208.65,8.8,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+7.5) / OBV상승(1.04x) / ADX강세(34.2),없음,A,구름대 위 / MA 정배열 / RSI상승기울기(+7.5) / OBV상승(1.04x) / ADX강세(34.2),⚠ 주의,0.21,True,,34.2,1,현금<총부채,8,🔥 최우선,시총:대형 $258.3B / PEG:2.58 (고평가) / PSR:2.86 (섹터 고평가) / PER:36.0 (섹터 고평가) / ForwardPER:25.3 ⭐ (섹터 적정) / PER개선:Trailing 36.0 → Forward 25.3 ⭐ (이익개선) / EPS성장:+41.0% ⭐⭐⭐ / OPM:10.5% (▲2.4%p) ⭐ / 목표주가:$216 (▲12.5%) ⭐ / 내부자:순매수 ⭐ / IV:IV 21.8% (저변동성) / PCR:PCR 0.17 (낙관적/과열주의),,79,IV 21.8% (저변동성),PCR 0.17 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,Aerospace & Defense
2026-07-01,TXT,91.93,5,8,0,3,🟡 중립,상승추세,90.63,-1.41,94.53,2.83,2.0,구름대 위 / MACD 양전환 / RSI상승기울기(+4.6) / OBV상승(1.01x) / ADX강세(29.4),없음,A,구름대 위 / MACD 양전환 / RSI상승기울기(+4.6) / OBV상승(1.01x) / ADX강세(29.4),⚠ 주의,0.73,True,,29.4,1,현금<총부채,11,🔥 최우선,시총:중형 $16.0B ⭐ / PEG:1.18 ⭐ (적정) / PSR:1.05 ⭐ (섹터 적정) / PER:17.5 ⭐⭐ (섹터 저평가) / ForwardPER:12.6 ⭐⭐ (섹터 저평가) / PER개선:Trailing 17.5 → Forward 12.6 ⭐ (이익개선) / EPS성장:+11.8% ⭐ / OPM:6.8% (▼0.5%p) / 목표주가:$103 (▲12.3%) ⭐ / 내부자:순매수 ⭐ / IV:IV 32.4% (보통) / PCR:PCR 0.85 (중립),,79,IV 32.4% (보통),PCR 0.85 (중립),False,🟢 정상 구간,정상 시장 환경,Aerospace & Defense
2026-07-01,UDR,40.62,5,8,2,1,🟢 강세,상승추세,39.05,-3.87,43.76,7.73,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / OBV상승(0.87x) / ADX강세(29.3),Stoch DC(K=85) / BB상단(1.00),A,구름대 위 / MA 정배열 / RSI 상향돌파 / OBV상승(0.87x) / ADX강세(29.3),🔴 위험,-0.07,True,,29.3,3,현금<총부채 / 단기부채>현금 / 우선주존재,7,⭐ 유망,시총:중형 $15.1B ⭐ / PEG:8.17 (고평가) / PSR:8.52 ⭐ (섹터 적정) / PER:27.6 ⭐ (섹터 적정) / ForwardPER:72.5 (섹터 고평가) / EPS성장:+321.6% ⭐⭐⭐ / OPM:18.8% (▼1.9%p) / 목표주가:$41 (▲-0.0%) / 내부자:순매수 ⭐ / IV:IV 26.1% (저변동성) / PCR:PCR 0.09 (낙관적/과열주의),,79,IV 26.1% (저변동성),PCR 0.09 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,REIT - Residential
