date,ticker,price,signals,adj_sig,sell_cnt,weekly,sector,trend_type,stop,stop_pct,target,target_pct,rr,buy_detail,sell_detail,strategy,details,fund_judge,beta,near_52w,priority,adx,fund_cnt,fund_risks,growth_score,growth_grade,growth_detail,tw_warning,tw_days,iv_label,pcr_label,iv_warning,vix_status,vix_signal,industry
2026-07-08,ELV,416.08,5,9,0,3,🟢 강세,완전상승,391.81,-5.83,464.61,11.66,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+6.9) / OBV상승(0.99x) / ADX강세(30.6),없음,C,구름대 위 / MA 정배열 / RSI상승기울기(+6.9) / OBV상승(0.99x) / ADX강세(30.6),⚠ 주의,-0.29,True,⭐,30.6,1,현금<총부채,8,🔥 최우선,시총:중형 $90.4B ⭐ / PEG:1.49 ⭐ (적정) / PSR:0.45 ⭐⭐ (섹터 저평가) / PER:17.6 ⭐ (섹터 적정) / ForwardPER:14.2 ⭐ (섹터 적정) / PER개선:Trailing 17.6 → Forward 14.2 ⭐ (이익개선) / EPS성장:-5.3% / OPM:4.1% (▼1.1%p) / 목표주가:$428 (▲2.8%) / 내부자:순매수 ⭐ / IV:⚠ IV 55.4% (고변동성) / PCR:PCR 1.34 (비관적),,72,⚠ IV 55.4% (고변동성),PCR 1.34 (비관적),True,🟢 정상 구간,정상 시장 환경,Healthcare Plans
2026-07-08,EIX,74.78,5,9,1,3,🟢 강세,상승추세,71.57,-4.29,81.19,8.57,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+5.1) / OBV상승(1.13x) / ADX강세(30.2),Stoch DC(K=66),A,구름대 위 / MA 정배열 / RSI상승기울기(+5.1) / OBV상승(1.13x) / ADX강세(30.2),🔴 위험,-0.36,True,⭐,30.2,4,현금<총부채 / 단기부채>현금 / 무형자산69% / 우선주존재,13,🔥 최우선,시총:중형 $28.8B ⭐ / PEG:3.53 (고평가) / PSR:1.47 ⭐⭐ (섹터 저평가) / PER:8.1 ⭐⭐ (섹터 저평가) / ForwardPER:11.5 ⭐⭐ (섹터 저평가) / EPS성장:+204.1% ⭐⭐⭐ / OPM:27.1% (▲10.5%p) ⭐⭐ / 목표주가:$75 (▲0.4%) / 내부자:순매수 ⭐ / IV:IV 30.5% (보통) / PCR:PCR 0.04 (낙관적/과열주의),,72,IV 30.5% (보통),PCR 0.04 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,Utilities - Regulated Electric
2026-07-08,UNP,280.94,5,8,0,3,🟢 강세,상승추세,269.82,-3.96,303.17,7.91,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+4.9) / OBV상승(1.10x) / ADX강세(44.6),없음,A,구름대 위 / MA 정배열 / RSI상승기울기(+4.9) / OBV상승(1.10x) / ADX강세(44.6),⚠ 주의,-0.12,True,,44.6,2,현금<총부채 / 단기부채>현금,5,⭐ 유망,시총:대형 $166.8B / PEG:3.45 (고평가) / PSR:6.75 (섹터 고평가) / PER:23.1 ⭐ (섹터 적정) / ForwardPER:20.4 ⭐ (섹터 적정) / PER개선:Trailing 23.1 → Forward 20.4 ⭐ (이익개선) / EPS성장:5.8% / OPM:40.2% (▲0.1%p) ⭐ / 목표주가:$293 (▲4.3%) / 내부자:순매수 ⭐ / IV:IV 30.6% (보통) / PCR:PCR 1.35 (비관적),,72,IV 30.6% (보통),PCR 1.35 (비관적),False,🟢 정상 구간,정상 시장 환경,Railroads
2026-07-08,WM,233.94,5,8,2,3,🟢 강세,상승추세,223.75,-4.36,254.32,8.71,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+4.6) / OBV상승(1.04x) / ADX강세(39.1),Stoch DC(K=79) / BB상단(0.96),A,구름대 위 / MA 정배열 / RSI상승기울기(+4.6) / OBV상승(1.04x) / ADX강세(39.1),⚠ 주의,-0.85,True,,39.1,2,현금<총부채 / 단기부채>현금,6,⭐ 유망,시총:중형 $93.9B ⭐ / PEG:2.33 (고평가) / PSR:3.70 ⭐ (섹터 적정) / PER:33.9 ⭐ (섹터 적정) / ForwardPER:25.3 ⭐ (섹터 적정) / PER개선:Trailing 33.9 → Forward 25.3 ⭐ (이익개선) / EPS성장:-1.4% / OPM:18.3% (▼0.5%p) / 목표주가:$256 (▲9.4%) / 내부자:순매수 ⭐ / IV:IV 30.5% (보통) / PCR:PCR 2.83 (비관적),,72,IV 30.5% (보통),PCR 2.83 (비관적),False,🟢 정상 구간,정상 시장 환경,Waste Management
2026-07-08,PM,187.07,5,8,1,3,🟢 강세,완전상승,177.63,-5.05,205.95,10.09,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+3.4) / OBV상승(1.01x) / ADX강세(27.6),BB상단(0.95),C,구름대 위 / MA 정배열 / RSI상승기울기(+3.4) / OBV상승(1.01x) / ADX강세(27.6),🔴 위험,-0.37,True,,27.6,4,현금<총부채 / 매출채권↑>매출↑ / 재고↑이익↓ / 자본잠식,6,⭐ 유망,시총:대형 $291.6B / PEG:2.58 (고평가) / PSR:7.03 (섹터 고평가) / PER:26.3 (섹터 고평가) / ForwardPER:20.5 (섹터 고평가) / PER개선:Trailing 26.3 → Forward 20.5 ⭐ (이익개선) / EPS성장:+60.8% ⭐⭐⭐ / OPM:36.7% (▲1.4%p) ⭐ / 목표주가:$195 (▲4.2%) / 내부자:순매수 ⭐ / IV:IV 30.4% (보통) / PCR:PCR 1.78 (비관적),,72,IV 30.4% (보통),PCR 1.78 (비관적),False,🟢 정상 구간,정상 시장 환경,Tobacco
2026-07-08,DELL,431.97,5,8,0,3,🟡 중립,장기강세,366.67,-15.12,562.57,30.23,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+3.0) / OBV상승(1.51x),없음,C,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+3.0) / OBV상승(1.51x),🔴 위험,2.35,True,,17.3,4,현금<총부채 / 매출채권↑>매출↑ / 재고↑이익↓ / 자본잠식,9,🔥 최우선,시총:대형 $279.1B / PEG:0.68 ⭐⭐⭐ (성장대비 저평가) / PSR:2.08 ⭐⭐ (섹터 저평가) / PER:34.4 (섹터 고평가) / ForwardPER:20.2 ⭐ (섹터 적정) / PER개선:Trailing 34.4 → Forward 20.2 ⭐ (이익개선) / EPS성장:+29.3% ⭐ / OPM:7.4% (▼0.5%p) / 목표주가:$485 (▲12.3%) ⭐ / 내부자:순매수 ⭐ / IV:🚨 IV 88.4% (극고변동성) / PCR:PCR 0.39 (낙관적/과열주의),,72,🚨 IV 88.4% (극고변동성),PCR 0.39 (낙관적/과열주의),True,🟢 정상 구간,정상 시장 환경,Computer Hardware
2026-07-08,NVDA,204.12,5,8,1,3,🟡 중립,장기강세,199.4,-2.31,213.55,4.62,2.0,RSI 상향돌파 / MACD 양전환 / RSI상승기울기(+5.8) / OBV상승(1.01x) / ADX강세(27.6),MA 역배열,C,RSI 상향돌파 / MACD 양전환 / RSI상승기울기(+5.8) / OBV상승(1.01x) / ADX강세(27.6),⚠ 주의,2.02,True,,27.6,2,현금<총부채 / 재고↑이익↓,13,🔥 최우선,시총:대형 $4944.0B / PEG:0.60 ⭐⭐⭐ (성장대비 저평가) / PSR:19.50 (섹터 고평가) / PER:31.2 ⭐ (섹터 적정) / ForwardPER:16.0 ⭐⭐ (섹터 저평가) / PER개선:Trailing 31.2 → Forward 16.0 ⭐ (이익개선) / EPS성장:+64.7% ⭐⭐⭐ / OPM:60.4% (▼2.0%p) / 목표주가:$302 (▲47.8%) ⭐⭐ / 내부자:순매수 ⭐ / IV:IV 4.9% (저변동성) / PCR:PCR 0.43 (낙관적/과열주의),,72,IV 4.9% (저변동성),PCR 0.43 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,Semiconductors
2026-07-08,KO,83.4,5,8,0,3,🟢 강세,완전상승,79.7,-4.44,90.81,8.88,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+9.7) / OBV상승(1.24x) / ADX강세(29.4),없음,C,구름대 위 / MA 정배열 / RSI상승기울기(+9.7) / OBV상승(1.24x) / ADX강세(29.4),⚠ 주의,-0.82,True,,29.4,1,현금<총부채,6,⭐ 유망,시총:대형 $358.8B / PEG:4.24 (고평가) / PSR:7.28 (섹터 고평가) / PER:26.2 ⭐ (섹터 적정) / ForwardPER:23.9 ⭐ (섹터 적정) / PER개선:Trailing 26.2 → Forward 23.9 ⭐ (이익개선) / EPS성장:+23.3% ⭐ / OPM:31.1% (▲1.3%p) ⭐ / 목표주가:$86 (▲3.1%) / 내부자:순매수 ⭐ / IV:IV 22.3% (저변동성) / PCR:PCR 1.23 (비관적),,72,IV 22.3% (저변동성),PCR 1.23 (비관적),False,🟢 정상 구간,정상 시장 환경,Beverages - Non-Alcoholic
2026-07-08,CSCO,113.82,6,8,0,3,🟡 중립,장기강세,110.77,-2.68,119.91,5.35,2.0,구름대 위 / RSI 상향돌파 / Stoch GC(K=31) / BB하단(0.18) / RSI상승기울기(+3.5) / ADX강세(43.0),없음,C,구름대 위 / RSI 상향돌파 / Stoch GC(K=31) / BB하단(0.18) / RSI상승기울기(+3.5) / ADX강세(43.0),⚠ 주의,1.28,True,,43.0,1,현금<총부채,5,⭐ 유망,시총:대형 $448.6B / PEG:1.58 ⭐ (적정) / PSR:7.39 (섹터 고평가) / PER:37.9 (섹터 고평가) / ForwardPER:23.8 ⭐ (섹터 적정) / PER개선:Trailing 37.9 → Forward 23.8 ⭐ (이익개선) / EPS성장:-1.4% / OPM:22.1% (▼2.0%p) / 목표주가:$127 (▲11.7%) ⭐ / 내부자:순매수 ⭐ / IV:IV 37.8% (보통) / PCR:PCR 0.55 (중립),,72,IV 37.8% (보통),PCR 0.55 (중립),False,🟢 정상 구간,정상 시장 환경,Communication Equipment
