date,ticker,price,signals,adj_sig,sell_cnt,weekly,sector,trend_type,stop,stop_pct,target,target_pct,rr,buy_detail,sell_detail,strategy,details,fund_judge,beta,near_52w,priority,adx,fund_cnt,fund_risks,growth_score,growth_grade,growth_detail,tw_warning,tw_days,iv_label,pcr_label,iv_warning,vix_status,vix_signal,industry
2026-07-06,TXT,93.84,5,9,0,3,🟢 강세,완전상승,90.98,-3.05,99.56,6.1,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / OBV상승(1.13x) / ADX강세(30.6),없음,A,구름대 위 / MA 정배열 / RSI 상향돌파 / OBV상승(1.13x) / ADX강세(30.6),⚠ 주의,0.59,True,⭐,30.6,1,현금<총부채,11,🔥 최우선,시총:중형 $16.3B ⭐ / PEG:1.19 ⭐ (적정) / PSR:1.07 ⭐ (섹터 적정) / PER:17.9 ⭐⭐ (섹터 저평가) / ForwardPER:12.9 ⭐⭐ (섹터 저평가) / PER개선:Trailing 17.9 → Forward 12.9 ⭐ (이익개선) / EPS성장:+11.8% ⭐ / OPM:6.8% (▼0.5%p) / 목표주가:$103 (▲10.0%) ⭐ / 내부자:순매수 ⭐ / IV:IV 40.1% (보통) / PCR:PCR 0.21 (낙관적/과열주의),,74,IV 40.1% (보통),PCR 0.21 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,Aerospace & Defense
2026-07-06,LLY,1200.06,5,9,0,3,🟢 강세,완전상승,1118.86,-6.77,1362.47,13.53,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+3.2) / ADX강세(33.2),없음,C,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+3.2) / ADX강세(33.2),🔴 위험,0.08,True,⭐,33.2,3,현금<총부채 / 매출채권↑>매출↑ / 재고↑이익↓,8,🔥 최우선,시총:대형 $1070.1B / PEG:1.57 ⭐ (적정) / PSR:14.81 (섹터 고평가) / PER:42.6 (섹터 고평가) / ForwardPER:27.0 (섹터 고평가) / PER개선:Trailing 42.6 → Forward 27.0 ⭐ (이익개선) / EPS성장:+94.9% ⭐⭐⭐ / OPM:45.6% (▲7.7%p) ⭐⭐ / 목표주가:$1220 (▲1.7%) / 내부자:순매수 ⭐ / IV:IV 42.6% (보통) / PCR:PCR 1.48 (비관적),,74,IV 42.6% (보통),PCR 1.48 (비관적),False,🟢 정상 구간,정상 시장 환경,Drug Manufacturers - General
2026-07-06,MET,90.46,5,8,2,3,🟡 중립,완전상승,86.15,-4.76,99.08,9.53,2.0,구름대 위 / MA 정배열 / MACD 양전환 / OBV상승(1.06x) / ADX강세(30.0),RSI 하향돌파(54.6) / BB상단(1.04),D,구름대 위 / MA 정배열 / MACD 양전환 / OBV상승(1.06x) / ADX강세(30.0),⚠ 주의,0.12,True,,30.0,1,매출채권↑>매출↑,8,🔥 최우선,시총:중형 $58.2B ⭐ / PEG:0.48 ⭐⭐⭐ (성장대비 저평가) / PSR:0.75 ⭐ (섹터 적정) / PER:17.5 (섹터 고평가) / ForwardPER:8.2 ⭐ (섹터 적정) / PER개선:Trailing 17.5 → Forward 8.2 ⭐ (이익개선) / EPS성장:-23.7% / OPM:7.6% (▼1.9%p) / 목표주가:$92 (▲2.0%) / 내부자:순매수 ⭐ / IV:IV 27.0% (저변동성) / PCR:PCR 0.19 (낙관적/과열주의),,74,IV 27.0% (저변동성),PCR 0.19 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,Insurance - Life
2026-07-06,MSCI,614.04,5,8,0,3,🟡 중립,완전상승,572.76,-6.72,696.61,13.45,2.0,구름대 위 / MACD 양전환 / RSI상승기울기(+14.7) / OBV상승(1.28x) / ADX강세(30.0),없음,D,구름대 위 / MACD 양전환 / RSI상승기울기(+14.7) / OBV상승(1.28x) / ADX강세(30.0),🔴 위험,0.1,True,,30.0,3,현금<총부채 / 매출채권↑>매출↑ / 자본잠식,8,🔥 최우선,시총:중형 $44.7B ⭐ / PEG:1.94 ⭐ (적정) / PSR:13.79 (섹터 고평가) / PER:35.1 ⭐ (섹터 적정) / ForwardPER:27.2 ⭐ (섹터 적정) / PER개선:Trailing 35.1 → Forward 27.2 ⭐ (이익개선) / EPS성장:8.4% / OPM:54.7% (▲1.2%p) ⭐ / 목표주가:$690 (▲12.4%) ⭐ / 내부자:순매수 ⭐ / IV:IV 35.7% (보통) / PCR:PCR 0.14 (낙관적/과열주의),,74,IV 35.7% (보통),PCR 0.14 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,Financial Data & Stock Exchanges
2026-07-06,PFG,112.55,5,8,0,3,🟡 중립,완전상승,107.7,-4.31,122.26,8.63,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+4.1) / OBV상승(1.28x) / ADX강세(26.9),없음,D,구름대 위 / MA 정배열 / RSI상승기울기(+4.1) / OBV상승(1.28x) / ADX강세(26.9),✅ 양호,0.13,True,,26.9,0,없음,9,🔥 최우선,시총:중형 $24.3B ⭐ / PEG:1.06 ⭐ (적정) / PSR:1.57 ⭐⭐ (섹터 저평가) / PER:16.1 ⭐ (섹터 적정) / ForwardPER:11.0 ⭐⭐ (섹터 저평가) / PER개선:Trailing 16.1 → Forward 11.0 ⭐ (이익개선) / EPS성장:-24.6% / OPM:0.0% (▼0.0%p) / 목표주가:$102 (▲-9.2%) / 내부자:순매수 ⭐ / IV:IV 21.4% (저변동성) / PCR:PCR 14.21 (비관적),,74,IV 21.4% (저변동성),PCR 14.21 (비관적),False,🟢 정상 구간,정상 시장 환경,Asset Management
2026-07-06,CPT,116.95,5,8,1,3,🟢 강세,상승추세,112.77,-3.57,125.31,7.15,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+4.4) / OBV상승(1.02x) / ADX강세(37.5),RSI 하향돌파(58.4),A,구름대 위 / MA 정배열 / RSI상승기울기(+4.4) / OBV상승(1.02x) / ADX강세(37.5),⚠ 주의,-0.19,True,,37.5,1,현금<총부채,7,⭐ 유망,시총:중형 $11.6B ⭐ / PEG:9.17 (고평가) / PSR:7.31 ⭐ (섹터 적정) / PER:32.7 ⭐ (섹터 적정) / ForwardPER:73.3 (섹터 고평가) / EPS성장:+135.4% ⭐⭐⭐ / OPM:18.4% (▼0.9%p) / 목표주가:$114 (▲-2.2%) / 내부자:순매수 ⭐ / IV:IV 37.3% (보통) / PCR:PCR 0.16 (낙관적/과열주의),,74,IV 37.3% (보통),PCR 0.16 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,REIT - Residential
2026-07-06,BXP,69.97,5,8,1,1,🟢 강세,상승추세,66.54,-4.9,76.82,9.79,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+4.0) / OBV상승(0.49x) / ADX강세(38.3),BB상단(1.07),A,구름대 위 / MA 정배열 / RSI상승기울기(+4.0) / OBV상승(0.49x) / ADX강세(38.3),⚠ 주의,0.63,True,,38.3,1,현금<총부채,7,⭐ 유망,시총:중형 $12.5B ⭐ / PEG:3.17 (고평가) / PSR:3.95 ⭐ (섹터 적정) / PER:35.2 (섹터 고평가) / ForwardPER:34.1 (섹터 고평가) / PER개선:Trailing 35.2 → Forward 34.1 ⭐ (이익개선) / EPS성장:+1839.5% ⭐⭐⭐ / OPM:29.1% (▼0.9%p) / 목표주가:$70 (▲-0.5%) / 내부자:순매수 ⭐ / IV:IV 44.8% (보통) / PCR:PCR 0.11 (낙관적/과열주의),,74,IV 44.8% (보통),PCR 0.11 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,REIT - Office
