date,ticker,price,signals,adj_sig,sell_cnt,weekly,sector,trend_type,stop,stop_pct,target,target_pct,rr,buy_detail,sell_detail,strategy,details,fund_judge,beta,near_52w,priority,adx,fund_cnt,fund_risks,growth_score,growth_grade,growth_detail,tw_warning,tw_days,iv_label,pcr_label,iv_warning,vix_status,vix_signal,industry
2026-06-02,ON,128.64,6,9,1,3,🟡 중립,완전상승,114.41,-11.06,157.09,22.12,2.0,구름대 위 / MA 정배열 / MACD 양전환 / RSI상승기울기(+5.4) / OBV상승(1.06x) / ADX강세(41.4),BB상단(0.95),C,구름대 위 / MA 정배열 / MACD 양전환 / RSI상승기울기(+5.4) / OBV상승(1.06x) / ADX강세(41.4),⚠ 주의,2.49,True,⭐,41.4,1,현금<총부채,8,🔥 최우선,시총:중형 $50.0B ⭐ / PEG:0.40 ⭐⭐⭐ (성장대비 저평가) / PSR:8.25 ⭐ (섹터 적정) / PER:95.3 (섹터 고평가) / ForwardPER:30.2 ⭐ (섹터 적정) / PER개선:Trailing 95.3 → Forward 30.2 ⭐ (이익개선) / EPS성장:-92.3% / OPM:12.5% (▼14.3%p) / 목표주가:$105 (▲-18.0%) / 내부자:순매수 ⭐ / IV:⚠ IV 80.0% (고변동성) / PCR:PCR 0.96 (중립),,17,⚠ IV 80.0% (고변동성),PCR 0.96 (중립),True,🟢 정상 구간,정상 시장 환경,Semiconductors
2026-06-02,COHR,426.89,6,9,1,3,🟡 중립,완전상승,363.37,-14.88,553.94,29.76,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / MACD 양전환 / RSI상승기울기(+6.2) / OBV상승(1.00x),BB상단(1.07),C,구름대 위 / MA 정배열 / RSI 상향돌파 / MACD 양전환 / RSI상승기울기(+6.2) / OBV상승(1.00x),⚠ 주의,2.82,True,⭐,21.3,2,현금<총부채 / 우선주존재,9,🔥 최우선,시총:중형 $83.5B ⭐ / PEG:0.92 ⭐⭐⭐ (성장대비 저평가) / PSR:12.65 (섹터 고평가) / PER:203.3 (섹터 고평가) / ForwardPER:52.7 (섹터 고평가) / PER개선:Trailing 203.3 → Forward 52.7 ⭐ (이익개선) / EPS성장:+131.6% ⭐⭐⭐ / OPM:9.2% (▲6.6%p) ⭐ (개선중) / 목표주가:$381 (▲-10.8%) / 내부자:순매수 ⭐ / IV:🚨 IV 111.9% (극고변동성) / PCR:PCR 1.1 (비관적),,17,🚨 IV 111.9% (극고변동성),PCR 1.1 (비관적),True,🟢 정상 구간,정상 시장 환경,Scientific & Technical Instruments
2026-06-02,NXPI,323.62,5,8,0,3,🟡 중립,완전상승,295.25,-8.77,380.37,17.54,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / OBV상승(2.26x) / ADX강세(50.5),없음,C,구름대 위 / MA 정배열 / RSI 상향돌파 / OBV상승(2.26x) / ADX강세(50.5),⚠ 주의,1.28,True,,50.5,1,현금<총부채,11,🔥 최우선,시총:중형 $81.7B ⭐ / PEG:0.82 ⭐⭐⭐ (성장대비 저평가) / PSR:6.48 ⭐⭐ (섹터 저평가) / PER:30.9 ⭐ (섹터 적정) / ForwardPER:18.4 ⭐⭐ (섹터 저평가) / PER개선:Trailing 30.9 → Forward 18.4 ⭐ (이익개선) / EPS성장:-19.5% / OPM:24.7% (▼2.8%p) / 목표주가:$302 (▲-6.6%) / 내부자:순매수 ⭐ / IV:⚠ IV 58.6% (고변동성) / PCR:PCR 0.25 (낙관적/과열주의),,17,⚠ IV 58.6% (고변동성),PCR 0.25 (낙관적/과열주의),True,🟢 정상 구간,정상 시장 환경,Semiconductors
2026-06-02,FFIV,409.13,5,8,1,3,🟡 중립,완전상승,382.02,-6.63,463.34,13.25,2.0,구름대 위 / MA 정배열 / MACD 양전환 / OBV상승(1.08x) / ADX강세(52.5),BB상단(0.96),C,구름대 위 / MA 정배열 / MACD 양전환 / OBV상승(1.08x) / ADX강세(52.5),⚠ 주의,0.59,True,,52.5,1,매출채권↑>매출↑,11,🔥 최우선,시총:중형 $23.1B ⭐ / PEG:1.82 ⭐ (적정) / PSR:7.16 ⭐⭐ (섹터 저평가) / PER:33.6 ⭐ (섹터 적정) / ForwardPER:23.1 ⭐⭐ (섹터 저평가) / PER개선:Trailing 33.6 → Forward 23.1 ⭐ (이익개선) / EPS성장:+22.2% ⭐ / OPM:25.6% (▲1.9%p) ⭐ / 목표주가:$395 (▲-3.5%) / 내부자:순매수 ⭐ / IV:IV 46.9% (보통) / PCR:PCR 1.69 (비관적),,17,IV 46.9% (보통),PCR 1.69 (비관적),False,🟢 정상 구간,정상 시장 환경,Software - Infrastructure
2026-06-02,JBL,373.16,5,8,0,3,🟡 중립,완전상승,345.15,-7.51,429.17,15.01,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+6.1) / OBV상승(1.01x),없음,C,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+6.1) / OBV상승(1.01x),⚠ 주의,2.31,True,,20.5,2,현금<총부채 / 매출채권↑>매출↑,8,🔥 최우선,시총:중형 $39.4B ⭐ / PEG:0.82 ⭐⭐⭐ (성장대비 저평가) / PSR:1.21 ⭐⭐ (섹터 저평가) / PER:50.3 (섹터 고평가) / ForwardPER:25.6 (섹터 고평가) / PER개선:Trailing 50.3 → Forward 25.6 ⭐ (이익개선) / EPS성장:-52.7% / OPM:4.8% (▼0.2%p) / 목표주가:$316 (▲-15.2%) / 내부자:순매수 ⭐ / IV:⚠ IV 66.3% (고변동성) / PCR:PCR 0.99 (중립),,17,⚠ IV 66.3% (고변동성),PCR 0.99 (중립),True,🟢 정상 구간,정상 시장 환경,Electronic Components
2026-06-02,MPC,263.06,5,8,1,3,⚪ 관망,상승추세,245.71,-6.6,297.76,13.19,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+5.1) / OBV상승(1.00x),BB상단(0.95),A,구름대 위 / MA 정배열 / RSI 상향돌파 / RSI상승기울기(+5.1) / OBV상승(1.00x),⚠ 주의,-1.07,True,,22.1,1,현금<총부채,8,🔥 최우선,시총:중형 $76.8B ⭐ / PEG:0.96 ⭐⭐⭐ (성장대비 저평가) / PSR:0.56 (섹터 고평가) / PER:17.3 (섹터 고평가) / ForwardPER:11.2 ⭐ (섹터 적정) / PER개선:Trailing 17.3 → Forward 11.2 ⭐ (이익개선) / EPS성장:+17.5% ⭐ / OPM:4.3% (▼0.6%p) / 목표주가:$265 (▲0.8%) / 내부자:순매수 ⭐ / IV:IV 43.5% (보통) / PCR:PCR 0.13 (낙관적/과열주의),,17,IV 43.5% (보통),PCR 0.13 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,Oil & Gas Refining & Marketing
2026-06-02,AKAM,160.32,5,8,0,3,🟡 중립,완전상승,144.93,-9.6,191.09,19.19,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+7.3) / OBV상승(1.18x) / ADX강세(41.3),없음,C,구름대 위 / MA 정배열 / RSI상승기울기(+7.3) / OBV상승(1.18x) / ADX강세(41.3),⚠ 주의,1.38,True,,41.3,1,현금<총부채,8,🔥 최우선,시총:중형 $23.3B ⭐ / PEG:1.77 ⭐ (적정) / PSR:5.46 ⭐⭐ (섹터 저평가) / PER:54.2 (섹터 고평가) / ForwardPER:22.3 ⭐⭐ (섹터 저평가) / PER개선:Trailing 54.2 → Forward 22.3 ⭐ (이익개선) / EPS성장:-10.5% / OPM:14.9% (▼1.0%p) / 목표주가:$158 (▲-1.5%) / 내부자:순매수 ⭐ / IV:⚠ IV 73.1% (고변동성) / PCR:PCR 1.35 (비관적),,17,⚠ IV 73.1% (고변동성),PCR 1.35 (비관적),True,🟢 정상 구간,정상 시장 환경,Software - Infrastructure
