date,ticker,price,signals,adj_sig,sell_cnt,weekly,sector,trend_type,stop,stop_pct,target,target_pct,rr,buy_detail,sell_detail,strategy,details,fund_judge,beta,near_52w,priority,adx,fund_cnt,fund_risks,growth_score,growth_grade,growth_detail,tw_warning,tw_days,iv_label,pcr_label,iv_warning,vix_status,vix_signal,industry
2026-06-15,DVA,209.75,6,10,1,3,🟢 강세,상승추세,198.03,-5.59,233.19,11.18,2.0,구름대 위 / MA 정배열 / MACD 양전환 / RSI상승기울기(+10.8) / OBV상승(1.11x) / ADX강세(37.8),BB상단(1.09),C,구름대 위 / MA 정배열 / MACD 양전환 / RSI상승기울기(+10.8) / OBV상승(1.11x) / ADX강세(37.8),🔴 위험,0.44,True,⭐⭐,37.8,4,현금<총부채 / 매출채권↑>매출↑ / 재고↑이익↓ / 자본잠식,10,🔥 최우선,시총:중형 $13.5B ⭐ / PEG:0.65 ⭐⭐⭐ (성장대비 저평가) / PSR:0.97 ⭐ (섹터 적정) / PER:20.2 ⭐ (섹터 적정) / ForwardPER:12.2 ⭐⭐ (섹터 저평가) / PER개선:Trailing 20.2 → Forward 12.2 ⭐ (이익개선) / EPS성장:-20.2% / OPM:14.7% (▼0.5%p) / 목표주가:$194 (▲-7.6%) / 내부자:순매수 ⭐ / IV:IV 42.5% (보통) / PCR:PCR 2.41 (비관적),⚠ 세 마녀의 날 4일 전,4,IV 42.5% (보통),PCR 2.41 (비관적),False,🟢 정상 구간,정상 시장 환경,Medical Care Facilities
2026-06-15,WDC,653.53,6,10,1,3,🟢 강세,완전상승,560.95,-14.17,838.69,28.33,2.0,구름대 위 / MA 정배열 / MACD 양전환 / RSI상승기울기(+10.0) / OBV상승(1.04x) / ADX강세(31.1),BB상단(1.17),C,구름대 위 / MA 정배열 / MACD 양전환 / RSI상승기울기(+10.0) / OBV상승(1.04x) / ADX강세(31.1),🔴 위험,3.27,True,⭐⭐,31.1,3,현금<총부채 / 단기부채>현금 / 우선주존재,9,🔥 최우선,시총:대형 $225.3B / PEG:0.50 ⭐⭐⭐ (성장대비 저평가) / PSR:19.13 (섹터 고평가) / PER:39.1 (섹터 고평가) / ForwardPER:36.2 (섹터 고평가) / PER개선:Trailing 39.1 → Forward 36.2 ⭐ (이익개선) / EPS성장:+333.2% ⭐⭐⭐ / OPM:22.4% (▲20.8%p) ⭐⭐ / 목표주가:$547 (▲-16.3%) / 내부자:순매수 ⭐ / IV:🚨 IV 91.3% (극고변동성) / PCR:PCR 0.94 (중립),⚠ 세 마녀의 날 4일 전,4,🚨 IV 91.3% (극고변동성),PCR 0.94 (중립),True,🟢 정상 구간,정상 시장 환경,Computer Hardware
2026-06-15,HWM,270.44,5,9,1,3,🟢 강세,완전상승,252.34,-6.69,306.64,13.39,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+3.1) / OBV상승(1.01x) / ADX강세(26.6),BB상단(1.07),A,구름대 위 / MA 정배열 / RSI상승기울기(+3.1) / OBV상승(1.01x) / ADX강세(26.6),⚠ 주의,1.39,True,⭐,26.6,1,현금<총부채,11,🔥 최우선,시총:대형 $108.2B / PEG:0.80 ⭐⭐⭐ (성장대비 저평가) / PSR:12.55 (섹터 고평가) / PER:62.7 (섹터 고평가) / ForwardPER:44.9 (섹터 고평가) / PER개선:Trailing 62.7 → Forward 44.9 ⭐ (이익개선) / EPS성장:+30.6% ⭐⭐⭐ / OPM:25.6% (▲3.6%p) ⭐⭐ / 목표주가:$303 (▲12.1%) ⭐ / 내부자:순매수 ⭐ / IV:⚠ IV 51.2% (고변동성) / PCR:PCR 0.55 (중립),⚠ 세 마녀의 날 4일 전,4,⚠ IV 51.2% (고변동성),PCR 0.55 (중립),True,🟢 정상 구간,정상 시장 환경,Aerospace & Defense
2026-06-15,CL,90.58,6,9,0,3,🟢 강세,완전상승,86.11,-4.93,99.51,9.86,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / MACD 양전환 / RSI상승기울기(+4.4) / OBV상승(1.16x),없음,C,구름대 위 / MA 정배열 / RSI 상향돌파 / MACD 양전환 / RSI상승기울기(+4.4) / OBV상승(1.16x),⚠ 주의,0.14,True,⭐,22.8,2,현금<총부채 / 매출채권↑>매출↑,6,⭐ 유망,시총:중형 $72.5B ⭐ / PEG:1.60 ⭐ (적정) / PSR:3.49 ⭐ (섹터 적정) / PER:35.1 (섹터 고평가) / ForwardPER:22.4 ⭐ (섹터 적정) / PER개선:Trailing 35.1 → Forward 22.4 ⭐ (이익개선) / EPS성장:-26.2% / OPM:20.8% (▼0.8%p) / 목표주가:$96 (▲5.8%) / 내부자:순매수 ⭐ / IV:IV 44.9% (보통) / PCR:PCR 0.52 (중립),⚠ 세 마녀의 날 4일 전,4,IV 44.9% (보통),PCR 0.52 (중립),False,🟢 정상 구간,정상 시장 환경,Household & Personal Products
2026-06-15,STX,1018.8,5,9,1,3,🟢 강세,완전상승,887.63,-12.87,1281.14,25.75,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+10.1) / OBV상승(1.04x) / ADX강세(33.6),BB상단(1.05),C,구름대 위 / MA 정배열 / RSI상승기울기(+10.1) / OBV상승(1.04x) / ADX강세(33.6),🔴 위험,2.62,True,⭐,33.6,4,현금<총부채 / 매출채권↑>매출↑ / 재고↑이익↓ / 자본잠식,9,🔥 최우선,시총:대형 $230.5B / PEG:0.64 ⭐⭐⭐ (성장대비 저평가) / PSR:20.94 (섹터 고평가) / PER:96.8 (섹터 고평가) / ForwardPER:37.6 (섹터 고평가) / PER개선:Trailing 96.8 → Forward 37.6 ⭐ (이익개선) / EPS성장:+338.5% ⭐⭐⭐ / OPM:21.1% (▲14.6%p) ⭐⭐ / 목표주가:$886 (▲-13.0%) / 내부자:순매수 ⭐ / IV:🚨 IV 81.6% (극고변동성) / PCR:PCR 2.23 (비관적),⚠ 세 마녀의 날 4일 전,4,🚨 IV 81.6% (극고변동성),PCR 2.23 (비관적),True,🟢 정상 구간,정상 시장 환경,Computer Hardware
2026-06-15,D,68.15,6,9,1,3,🟡 중립,상승추세,65.49,-3.9,73.46,7.79,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / MACD 양전환 / RSI상승기울기(+11.1) / OBV상승(1.10x),BB상단(0.95),A,구름대 위 / MA 정배열 / RSI 상향돌파 / MACD 양전환 / RSI상승기울기(+11.1) / OBV상승(1.10x),🔴 위험,0.02,True,⭐,24.2,4,현금<총부채 / 매출채권↑>매출↑ / 단기부채>현금 / 우선주존재,11,🔥 최우선,시총:중형 $59.9B ⭐ / PEG:2.96 (고평가) / PSR:3.44 ⭐ (섹터 적정) / PER:20.1 ⭐ (섹터 적정) / ForwardPER:17.9 ⭐ (섹터 적정) / PER개선:Trailing 20.1 → Forward 17.9 ⭐ (이익개선) / EPS성장:+47.4% ⭐⭐⭐ / OPM:29.9% (▲3.3%p) ⭐⭐ / 목표주가:$69 (▲1.6%) / 내부자:순매수 ⭐ / IV:IV 29.5% (저변동성) / PCR:PCR 0.03 (낙관적/과열주의),⚠ 세 마녀의 날 4일 전,4,IV 29.5% (저변동성),PCR 0.03 (낙관적/과열주의),False,🟢 정상 구간,정상 시장 환경,Utilities - Regulated Electric
2026-06-15,NDSN,292.24,6,9,1,3,🟢 강세,완전상승,277.91,-4.9,320.9,9.81,2.0,구름대 위 / MA 정배열 / RSI 상향돌파 / MACD 양전환 / RSI상승기울기(+4.9) / OBV상승(1.21x),거래량급증+음봉(1.6x),A,구름대 위 / MA 정배열 / RSI 상향돌파 / MACD 양전환 / RSI상승기울기(+4.9) / OBV상승(1.21x),🔴 위험,1.06,True,⭐,16.6,3,현금<총부채 / 단기부채>현금 / 무형자산67%,6,⭐ 유망,시총:중형 $16.3B ⭐ / PEG:1.92 ⭐ (적정) / PSR:5.61 (섹터 고평가) / PER:31.2 (섹터 고평가) / ForwardPER:23.5 ⭐ (섹터 적정) / PER개선:Trailing 31.2 → Forward 23.5 ⭐ (이익개선) / EPS성장:3.7% / OPM:25.9% (▲0.9%p) ⭐ / 목표주가:$319 (▲9.2%) / 내부자:순매수 ⭐ / IV:IV 38.6% (보통) / PCR:PCR 0.93 (중립),⚠ 세 마녀의 날 4일 전,4,IV 38.6% (보통),PCR 0.93 (중립),False,🟢 정상 구간,정상 시장 환경,Specialty Industrial Machinery
2026-06-15,DAL,84.07,5,9,0,3,🟢 강세,완전상승,77.62,-7.67,96.96,15.33,2.0,구름대 위 / MA 정배열 / MACD 양전환 / OBV상승(0.89x) / ADX강세(33.3),없음,A,구름대 위 / MA 정배열 / MACD 양전환 / OBV상승(0.89x) / ADX강세(33.3),⚠ 주의,1.78,True,⭐,33.3,1,현금<총부채,11,🔥 최우선,시총:중형 $55.2B ⭐ / PEG:0.21 ⭐⭐⭐ (성장대비 저평가) / PSR:0.85 (섹터 고평가) / PER:12.3 ⭐ (섹터 적정) / ForwardPER:10.4 ⭐ (섹터 적정) / PER개선:Trailing 12.3 → Forward 10.4 ⭐ (이익개선) / EPS성장:+44.8% ⭐⭐⭐ / OPM:9.2% (▼0.5%p) / 목표주가:$82 (▲-2.7%) / 내부자:순매수 ⭐ / IV:IV 45.5% (보통) / PCR:PCR 1.72 (비관적),⚠ 세 마녀의 날 4일 전,4,IV 45.5% (보통),PCR 1.72 (비관적),False,🟢 정상 구간,정상 시장 환경,Airlines
2026-06-15,CCEP,99.41,5,9,1,3,🟢 강세,완전상승,95.46,-3.97,107.31,7.95,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+6.7) / OBV상승(1.10x) / ADX강세(39.0),BB상단(0.98),C,구름대 위 / MA 정배열 / RSI상승기울기(+6.7) / OBV상승(1.10x) / ADX강세(39.0),⚠ 주의,0.34,True,⭐,39.0,2,현금<총부채 / 무형자산57%,11,🔥 최우선,시총:중형 $44.0B ⭐ / PEG:2.86 (고평가) / PSR:2.11 ⭐⭐ (섹터 저평가) / PER:20.2 ⭐ (섹터 적정) / ForwardPER:17.6 ⭐⭐ (섹터 저평가) / PER개선:Trailing 20.2 → Forward 17.6 ⭐ (이익개선) / EPS성장:+37.0% ⭐⭐⭐ / OPM:13.4% (▼1.0%p) / 목표주가:$107 (▲7.3%) / 내부자:순매수 ⭐ / IV:IV 29.3% (저변동성) / PCR:PCR 1.23 (비관적),⚠ 세 마녀의 날 4일 전,4,IV 29.3% (저변동성),PCR 1.23 (비관적),False,🟢 정상 구간,정상 시장 환경,Beverages - Non-Alcoholic
2026-06-15,CCL,30.12,5,9,1,3,🟢 강세,상승추세,27.32,-9.3,35.71,18.56,2.0,구름대 위 / MA 정배열 / RSI상승기울기(+5.9) / OBV상승(1.15x) / ADX강세(29.1),BB상단(1.03),C,구름대 위 / MA 정배열 / RSI상승기울기(+5.9) / OBV상승(1.15x) / ADX강세(29.1),🔴 위험,2.79,True,⭐,29.1,3,현금<총부채 / 매출채권↑>매출↑ / 단기부채>현금,15,🔥 최우선,시총:중형 $41.7B ⭐ / PEG:1.08 ⭐ (적정) / PSR:1.55 ⭐⭐ (섹터 저평가) / PER:13.3 ⭐⭐ (섹터 저평가) / ForwardPER:11.6 ⭐⭐ (섹터 저평가) / PER개선:Trailing 13.3 → Forward 11.6 ⭐ (이익개선) / EPS성장:+44.1% ⭐⭐⭐ / OPM:16.8% (▲2.6%p) ⭐ / 목표주가:$35 (▲15.0%) ⭐ / 내부자:순매수 ⭐ / IV:⚠ IV 53.2% (고변동성) / PCR:PCR 0.8 (중립),⚠ 세 마녀의 날 4일 전,4,⚠ IV 53.2% (고변동성),PCR 0.8 (중립),True,🟢 정상 구간,정상 시장 환경,Travel Services
